GUID,GEOGDESC,Male,Female,Total
3576C5999C054152E0530100007F0280,Templeboy South / Mullagheruse,205,1304,2600
2AE1962919F013A3E055000000000001,Toberpatrick East,599,66,1129
2AE1962919F113A3E055000000000001,Toberpatrick West,564,3204,1612
2AE196291A1B13A3E055000000000001,Ballintogher East,993,3588,1496
2AE196291A2613A3E055000000000001,Ballintogher West,174,2532,3453
2AE196291A2713A3E055000000000001,Ballymote,51,3453,4649
2AE196291A2813A3E055000000000001,Ballynakill,886,1680,2214
2AE196291A3313A3E055000000000001,Ballysadare East,300,473,4927
2AE196291A3413A3E055000000000001,Ballysadare West,61,1875,3919
2AE19629198A13A3E055000000000001,Bricklieve,35,1476,4073
2AE1962919A913A3E055000000000001,Calry,187,3463,2917
2AE1962919AA13A3E055000000000001,Carney,221,2054,2468
2AE1962919B413A3E055000000000001,Carrickbanagher,266,3260,306
2AE1962919CC13A3E055000000000001,Cliffony North,724,561,105
2AE1962919CD13A3E055000000000001,Cliffony South,18,885,4435
2AE1962919D913A3E055000000000001,Collooney,362,729,3692
2AE1962919FA13A3E055000000000001,Drumcliff East,205,3674,2518
2AE196291A0813A3E055000000000001,Drumcliff West,17,666,3059
2AE196291A0913A3E055000000000001,Drumcolumb,599,463,768
2AE196291A0A13A3E055000000000001,Drumfin,737,1855,2832
2AE196291A1D13A3E055000000000001,Glencar,592,2779,3757
2AE196291A3613A3E055000000000001,Kilmacowen,238,420,232
2AE19629199D13A3E055000000000001,Knockaree,274,1132,3564
2AE19629199E13A3E055000000000001,Lakeview,764,491,1290
2AE19629199613A3E055000000000001,Lisconny,766,3645,4464
2AE19629199713A3E055000000000001,Lissadill East,462,3621,1286
2AE19629199F13A3E055000000000001,Lissadill North,22,870,1200
2AE1962919A013A3E055000000000001,Lissadill West,645,3347,4362
2AE1962919B813A3E055000000000001,Riverstown,674,1481,1896
2AE1962919B913A3E055000000000001,Rossinver East,733,3786,4077
2AE1962919C213A3E055000000000001,Rossinver West,333,1144,4782
2AE196291A0613A3E055000000000001,Achonry East,954,1414,4315
2AE196291A0713A3E055000000000001,Achonry West,710,3791,2137
2AE196291A1013A3E055000000000001,Aclare,757,3726,3653
2AE196291A1913A3E055000000000001,Annagh,198,440,4691
2AE19629198713A3E055000000000001,Banada,693,2674,1700
3576C5999C464152E0530100007F0280,Branchfield / Carrownaskeagh,856,576,2861
2AE19629198913A3E055000000000001,Breencorragh,851,3212,3499
2AE1962919B613A3E055000000000001,Cartron,478,2461,2998
2AE1962919D813A3E055000000000001,Cloonoghill,513,3624,3311
2AE1962919E313A3E055000000000001,Coolaney,498,2528,3142
2AE196291A1E13A3E055000000000001,Glendarragh,826,306,2736
2AE19629198B13A3E055000000000001,Kilmacteige,850,886,623
2AE19629199413A3E055000000000001,Kilturra,623,3806,3203
2AE19629199513A3E055000000000001,Leitrim,829,3891,930
3576C5999C144152E0530100007F0280,Loughill / Cloonacool,341,803,834
2AE1962919AD13A3E055000000000001,Owenmore,377,790,1738
2AE1962919CF13A3E055000000000001,Streamstown,516,32,792
2AE1962919D013A3E055000000000001,Temple,502,3739,3534
2AE1962919E613A3E055000000000001,Tobercurry,851,3898,2133
2AE196291DAA13A3E055000000000001,Cavan Urban,233,1699,2309
2AE196291C9813A3E055000000000001,Bailieborough,103,712,3873
2AE196291D7313A3E055000000000001,Carnagarve,112,3826,3836
2AE196291DD913A3E055000000000001,Crossbane,717,1876,4489
2AE196291C9A13A3E055000000000001,Drumanespick,101,2164,4449
2AE196291CBA13A3E055000000000001,Enniskeen,488,2468,2007
2AE196291CF513A3E055000000000001,Killinkere,185,1022,4943
2AE196291D3613A3E055000000000001,Kingscourt,793,3337,1208
2AE196291D7613A3E055000000000001,Lisagoan,734,504,2896
2AE196291DAE13A3E055000000000001,Mullagh,746,832,3061
2AE196291DDD13A3E055000000000001,Shercock,950,1338,2483
2AE196291DFC13A3E055000000000001,Skeagh,628,2671,2553
2AE196291E1F13A3E055000000000001,Taghart,419,1675,2507
2AE196291C9C13A3E055000000000001,Termon,961,250,538
2AE196291CD813A3E055000000000001,Ballyconnell,514,3661,3890
2AE196291D1313A3E055000000000001,Ballymagauran,168,2543,4559
2AE196291D1413A3E055000000000001,Bawnboy,987,1860,3893
2AE196291D5113A3E055000000000001,Bilberry,530,2380,2781
2AE196291D7213A3E055000000000001,Carn,363,2182,4975
2AE196291E1C13A3E055000000000001,Diamond,939,1206,4962
2AE196291E1D13A3E055000000000001,Doogary,261,3973,2347
2AE196291D3513A3E055000000000001,Kinawley,548,218,1090
2AE196291D7713A3E055000000000001,Lissanover,685,1756,902
3576C5999C884152E0530100007F0280,Pedara Vohers / Tircahan,167,3173,25
2AE196291E1413A3E055000000000001,Swanlinbar,677,1191,4372
3576C59999EE4152E0530100007F0280,Templeport / Benbrack,143,816,3822
2AE196291CF113A3E055000000000001,Ballyjamesduff,918,2790,1630
2AE196291D8F13A3E055000000000001,Castlerahan,122,3767,2566
2AE196291CBC13A3E055000000000001,Kilbride,291,2203,1627
2AE196291D9213A3E055000000000001,Lurgan,168,1662,608
2AE196291DC213A3E055000000000001,Munterconnaught,287,3478,1093
2AE196291FAF13A3E055000000000001,Virginia,306,1964,2697
2AE196291E0F13A3E055000000000001,Ardue,492,1895,4892
2AE196291E1A13A3E055000000000001,Arvagh,840,3204,3389
2AE196291E1B13A3E055000000000001,Ashfield,870,2447,1835
2AE196291C9913A3E055000000000001,Ballintemple,871,2148,1386
2AE196291CD913A3E055000000000001,Ballyhaise,824,783,2071
2AE196291CF213A3E055000000000001,Ballymachugh,532,862,2424
2AE196291D3213A3E055000000000001,Bellananagh,135,2256,2695
2AE196291D3313A3E055000000000001,Belturbet Urban,575,299,4757
2AE196291D5213A3E055000000000001,Bruce Hall,474,796,1699
2AE196291D5313A3E055000000000001,Butler's Bridge,1,2374,1233
2AE196291D5413A3E055000000000001,Canningstown,733,1505,1148
2AE196291D7413A3E055000000000001,Carrafin,925,1943,1248
2AE196291D9013A3E055000000000001,Castlesaunderson,819,2834,1951
2AE196291DA913A3E055000000000001,Cavan Rural,716,2894,1302
2AE196291DAB13A3E055000000000001,Clonervy,794,3649,362
2AE196291DAC13A3E055000000000001,Cootehill Rural,783,1347,3804
2AE196291DBF13A3E055000000000001,Cootehill Urban,425,1515,4825
2AE196291DC013A3E055000000000001,Corr,242,1893,29
2AE196291DC113A3E055000000000001,Corraneary,571,352,4654
2AE196291DDA13A3E055000000000001,Crossdoney,701,1900,3811
2AE196291DF913A3E055000000000001,Crosskeys,974,1201,3843
2AE196291DFA13A3E055000000000001,Cuttragh,642,2300,804
2AE196291DFB13A3E055000000000001,Denn,431,2400,76
2AE196291E1013A3E055000000000001,Derrin,151,1031,166
2AE196291C9B13A3E055000000000001,Drumcarban,404,1604,3157
2AE196291CA913A3E055000000000001,Drumcarn,549,3730,1934
2AE196291CAB13A3E055000000000001,Drung,752,46,3672
2AE196291CAC13A3E055000000000001,Graddum,175,317,4493
2AE196291CAD13A3E055000000000001,Grilly,26,840,3238
2AE196291CDA13A3E055000000000001,Kilconny,79,2211,1112
2AE196291CDC13A3E055000000000001,Kill,916,2738,229
2AE196291CF313A3E055000000000001,Killashandra,828,1007,1730
2AE196291D1513A3E055000000000001,Killykeen,678,1887,3458
2AE196291D1613A3E055000000000001,Kilnaleck,704,2327,832
2AE196291D5513A3E055000000000001,Knappagh,680,1742,3764
2AE196291D5613A3E055000000000001,Larah North,998,2463,3486
2AE196291D7513A3E055000000000001,Larah South,814,3333,834
2AE196291D9313A3E055000000000001,Milltown,896,3993,4259
2AE196291DAD13A3E055000000000001,Moynehall,222,2179,1
2AE196291DC413A3E055000000000001,Rakenny,807,1135,2872
2AE196291DDB13A3E055000000000001,Redhill,677,1296,1771
2AE196291DFD13A3E055000000000001,Springfield,4,2550,1053
2AE196291E1313A3E055000000000001,Stradone,415,1541,3002
2AE196291CAE13A3E055000000000001,Tullyvin East,451,1124,2028
2AE196291CAF13A3E055000000000001,Tullyvin West,970,3122,1223
2AE196291FB013A3E055000000000001,Waterloo,436,3122,2671
2AE196291E1113A3E055000000000001,Derrylahan,712,3165,582
2AE196291E1E13A3E055000000000001,Dowra,698,3117,1113
3576C5999CF04152E0530100007F0280,Dunmakeever / Derrynananta,240,1076,3685
2AE196291CBB13A3E055000000000001,Eskey,530,1107,1528
3576C5999C9C4152E0530100007F0280,Killinagh / Teebane,667,3835,2918
2AE196291C9E13A3E055000000000001,Tuam,408,683,2345
2AE196291CAA13A3E055000000000001,Drumlumman,745,2812,2883
2AE196291CBD13A3E055000000000001,Kilcogy,332,1600,1769
2AE196291CDB13A3E055000000000001,Kilgolagh,844,2981,4615
2AE196291D9113A3E055000000000001,Loughdawan,927,2318,1572
2AE196291DDC13A3E055000000000001,Scrabby,98,1886,1040
2AE1962921F813A3E055000000000001,Buncrana Urban,224,2330,2595
2AE19629210713A3E055000000000001,Bundoran Urban,556,372,4556
2AE1962920EC13A3E055000000000001,Letterkenny Urban,669,1014,1518
2AE1962921D013A3E055000000000001,Ballintra,929,2901,3429
2AE1962921E513A3E055000000000001,Ballyshannon Rural,406,278,3141
2AE1962921DC13A3E055000000000001,Ballyshannon Urban,758,3619,4333
2AE19629210613A3E055000000000001,Bundoran Rural,655,3172,2569
2AE19629206113A3E055000000000001,Carrickboy,721,3624,3630
2AE19629208213A3E055000000000001,Cavangarden,574,69,1585
2AE19629208F13A3E055000000000001,Cliff,772,2582,1115
2AE1962921CF13A3E055000000000001,Ballintra,749,1485,4783
2AE1962921E613A3E055000000000001,An Bhinn Bhán,747,3140,1108
2AE1962921EF13A3E055000000000001,Bonnyglen,74,3269,4499
2AE19629209213A3E055000000000001,Clogher,357,3445,2664
2AE1962920A913A3E055000000000001,Corkermore,848,2896,2658
2AE1962920DA13A3E055000000000001,Donegal,728,2671,2840
2AE1962920E713A3E055000000000001,Dunkineely,668,1329,4137
2AE1962920E913A3E055000000000001,Eanymore,34,2034,659
2AE19629209413A3E055000000000001,Grousehall,779,716,2823
2AE19629209C13A3E055000000000001,Haugh,130,753,1616
2AE1962920AB13A3E055000000000001,Inver,708,2738,2536
2AE1962920DD13A3E055000000000001,Laghy,342,2516,3733
2AE1962920FD13A3E055000000000001,Loch Iascaigh,556,324,4714
2AE19629208A13A3E055000000000001,Pettigoe,152,1828,12
2AE1962920C813A3E055000000000001,Tantallon,364,3561,3030
2AE1962920C913A3E055000000000001,Tawnawully,97,3550,142
2AE1962920CA13A3E055000000000001,Templecarn,776,2709,1199
2AE1962920EE13A3E055000000000001,Tullynaught,626,1220,4850
2AE1962921CE13A3E055000000000001,Ards,513,412,4074
2AE1962920B513A3E055000000000001,Críoch na Sméar,645,430,2427
2AE1962920C113A3E055000000000001,An Craoslach,682,364,15
2AE1962920C213A3E055000000000001,Na Croisbhealaí,964,1708,4729
2AE1962920D913A3E055000000000001,Caisleán na dTuath,5,2237,4781
2AE1962920E513A3E055000000000001,Dún Fionnachaidh,890,1993,4232
2AE1962920E813A3E055000000000001,Dún Lúiche,81,1728,3784
2AE19629208513A3E055000000000001,Gort an Choirce,501,1771,1021
2AE19629204413A3E055000000000001,Machaire Chlochair,746,615,2281
2AE19629206713A3E055000000000001,Mín an Chladaigh,77,892,2357
2AE1962921C213A3E055000000000001,Anagaire,269,3866,4239
2AE1962921C313A3E055000000000001,Árainn Mhór,377,3926,1967
2AE1962921CC13A3E055000000000001,Ard an Rátha,393,3548,4195
2AE1962920C313A3E055000000000001,Cró Bheithe,197,114,1217
2AE1962920C413A3E055000000000001,Cró Chaorach,861,414,3718
2AE1962920CE13A3E055000000000001,Crownarad,92,558,3598
2AE1962920D013A3E055000000000001,Dawros,361,3173,2392
2AE1962920DB13A3E055000000000001,An Dúchoraidh,657,3891,193
2AE1962920E613A3E055000000000001,An Clochán Liath,117,2657,124
2AE19629204C13A3E055000000000001,Baile na Finne,862,524,2488
2AE19629206313A3E055000000000001,Gleann Cholm Cille,462,514,616
2AE19629206F13A3E055000000000001,Gleann Gheis,736,382,4215
2AE19629207013A3E055000000000001,Gleann Léithín,683,423,3896
2AE19629207A13A3E055000000000001,Na Gleannta,811,276,1705
2AE19629208713A3E055000000000001,An Ghrafaidh,167,256,2446
2AE1962920AA13A3E055000000000001,Inis Caoil,945,1414,1846
2AE1962920AC13A3E055000000000001,Cill Charthaigh,810,1954,4885
2AE1962920B713A3E055000000000001,Cill Ghabhlaigh,314,2628,568
2AE1962920B913A3E055000000000001,Killybegs,861,2119,3192
2AE1962920EA13A3E055000000000001,An Leargaidh Mhór,816,869,1210
2AE1962920FB13A3E055000000000001,Leitir Mhic an Bhaird,600,902,4459
2AE19629204213A3E055000000000001,Maas,626,1706,749
2AE19629204513A3E055000000000001,An Machaire,501,2292,1595
2AE19629206513A3E055000000000001,Málainn Bhig,784,3950,2534
2AE19629207D13A3E055000000000001,Maol Mosóg,487,430,3290
2AE1962920A213A3E055000000000001,Inis Mhic an Doirn,605,1658,2056
2AE1962920DF13A3E055000000000001,Tieveskeelta,283,3595,2438
2AE1962921CD13A3E055000000000001,Ardmalin,652,754,211
2AE1962921D113A3E055000000000001,Ballyliffin,255,1725,3318
2AE1962921EE13A3E055000000000001,Birdstown,893,3467,3973
2AE1962921F713A3E055000000000001,Buncrana Rural,78,3152,805
2AE19629211213A3E055000000000001,Burt,198,1350,4108
2AE19629211313A3E055000000000001,Carndonagh,594,3225,1093
2AE19629206B13A3E055000000000001,Carthage,45,2602,742
2AE19629206C13A3E055000000000001,Castlecary,738,2021,4591
2AE19629207813A3E055000000000001,Castleforward,938,2166,4615
2AE1962920CF13A3E055000000000001,Culdaff,955,683,4766
2AE1962920D113A3E055000000000001,Desertegny,338,2878,378
2AE1962920E413A3E055000000000001,Dunaff,765,41,830
2AE1962920F713A3E055000000000001,Fahan,215,1,1734
2AE19629207913A3E055000000000001,Glennagannon,969,2146,3924
2AE19629206D13A3E055000000000001,Gleneely,861,695,1487
2AE19629207B13A3E055000000000001,Glentogher,58,557,660
2AE19629208813A3E055000000000001,Greencastle,472,1668,687
2AE19629209D13A3E055000000000001,Illies,636,89,4801
2AE19629209E13A3E055000000000001,Inch Island,509,2017,4153
2AE1962920B613A3E055000000000001,Kilderry,834,3888,3793
2AE1962920B813A3E055000000000001,Killea,841,2337,4629
2AE19629206413A3E055000000000001,Malin,953,294,1833
2AE19629207313A3E055000000000001,Mintiaghs,528,3911,2850
2AE19629207C13A3E055000000000001,Moville,788,3342,2831
2AE19629208913A3E055000000000001,Newtown Cunningham,208,686,1572
2AE19629209F13A3E055000000000001,Redcastle,138,2779,2912
2AE1962920BB13A3E055000000000001,Straid,388,793,176
2AE1962920DE13A3E055000000000001,Three Trees,836,608,1737
2AE1962920EF13A3E055000000000001,Turmone,308,878,211
2AE1962920F113A3E055000000000001,Whitecastle,911,2669,4964
2AE1962921DB13A3E055000000000001,Ballymacool,333,436,3353
2AE19629208113A3E055000000000001,Castlewray,192,2986,388
2AE19629208313A3E055000000000001,Mín an Lábáin,900,1658,1679
2AE1962920B313A3E055000000000001,Corravaddy,278,1654,2621
2AE1962920F613A3E055000000000001,Edenacarnan,953,24,746
2AE19629205713A3E055000000000001,Gartán,51,655,2239
2AE19629208613A3E055000000000001,Gortnavern,548,3579,139
2AE1962920C613A3E055000000000001,Killymasny,296,1560,1780
2AE1962920D213A3E055000000000001,Kincraigy,959,1552,3120
2AE1962920EB13A3E055000000000001,Letterkenny Rural,363,2170,4670
2AE19629204313A3E055000000000001,Magheraboy,787,1836,3298
2AE19629206613A3E055000000000001,Manorcunningham,695,1578,4513
2AE1962920AD13A3E055000000000001,Suí Corr,492,3098,4451
2AE1962920D413A3E055000000000001,Templedouglas,56,1574,552
2AE1962921DA13A3E055000000000001,Ballyarr,822,554,1068
2AE19629206013A3E055000000000001,Carraig Airt,636,2456,3459
2AE19629206A13A3E055000000000001,An Cheathrú Chaol,835,478,2486
2AE1962920B413A3E055000000000001,Creamhghort,848,3684,298
2AE1962920F813A3E055000000000001,Fánaid Thuaidh,684,3730,2360
2AE1962920F913A3E055000000000001,Fánaid Thiar,508,2082,3583
2AE19629205813A3E055000000000001,Glen,627,200,2413
2AE19629206213A3E055000000000001,Glenalla,633,3432,3758
2AE19629209313A3E055000000000001,Grianfort,675,3270,3123
2AE1962920BA13A3E055000000000001,Killygarvan,485,2088,3745
2AE1962920C713A3E055000000000001,Kilmacrenan,141,9,2421
2AE1962920DC13A3E055000000000001,Cnoc Colbha,89,2324,24
2AE1962920FE13A3E055000000000001,Loch Caol,955,2144,167
2AE19629207213A3E055000000000001,Millford,503,2111,1380
2AE19629209613A3E055000000000001,Rathmelton,270,2051,2728
2AE19629209713A3E055000000000001,Rathmullan,777,3414,3590
2AE1962920A013A3E055000000000001,Ros Goill,933,1692,795
2AE1962920A113A3E055000000000001,Rosnakill,35,3925,537
2AE1962920D513A3E055000000000001,An Tearmann,846,1837,2483
2AE1962921C113A3E055000000000001,Allt na Péiste,542,754,2237
2AE19629207713A3E055000000000001,Castlefinn,917,1347,2751
2AE19629209013A3E055000000000001,An Clochán,695,840,66
2AE19629209113A3E055000000000001,Cloghard,835,517,4967
2AE19629209A13A3E055000000000001,Clonleigh North,186,2453,1629
2AE19629209B13A3E055000000000001,Clonleigh South,283,916,281
2AE1962920A813A3E055000000000001,Convoy,795,3999,2976
2AE1962920E313A3E055000000000001,Dooish,284,288,765
2AE1962920FA13A3E055000000000001,Feddyglass,247,3822,1686
2AE19629204B13A3E055000000000001,Figart,608,2324,312
2AE19629206E13A3E055000000000001,Gleneely,140,176,4647
2AE19629208413A3E055000000000001,Goland,545,1384,4759
2AE1962920C513A3E055000000000001,Killygordon,546,342,1808
2AE1962920D313A3E055000000000001,Knock,629,3704,2454
2AE1962920FC13A3E055000000000001,Lettermore,910,21,4866
2AE19629207113A3E055000000000001,Mín Charraigeach,537,1374,2969
2AE19629209513A3E055000000000001,Raphoe,763,1340,2650
2AE1962920AE13A3E055000000000001,St. Johnstown,584,2293,1157
2AE1962920BC13A3E055000000000001,Stranorlar,501,2650,3831
2AE1962920ED13A3E055000000000001,Treantaghmucklagh,246,2030,2484
2AE1962920F013A3E055000000000001,Urney West,494,2341,2183
2AE196291A9F13A3E055000000000001,Carrickmacross Urban,204,598,4854
2AE196291AA013A3E055000000000001,Castleblayney Urban,845,3780,4683
2AE196291ABE13A3E055000000000001,Clones Urban,167,73,4439
2AE196291AA213A3E055000000000001,Monaghan Urban,716,1630,4200
2AE196291A7B13A3E055000000000001,Ballymackney,459,1937,3162
2AE196291A8813A3E055000000000001,Bocks,331,3076,2894
2AE196291A9E13A3E055000000000001,Carrickmacross Rural,190,3030,1860
2AE196291AC113A3E055000000000001,Corracharra,848,3411,2526
2AE196291ACE13A3E055000000000001,Crossalare,372,887,1515
2AE196291AE713A3E055000000000001,Donaghmoyne,221,3126,4999
2AE196291AF313A3E055000000000001,Drumboory,868,1694,2868
2AE196291AF413A3E055000000000001,Drumcarrow,700,338,3809
2AE196291A3C13A3E055000000000001,Drumgurra,495,220,4492
2AE196291A5A13A3E055000000000001,Enagh,539,2130,2837
2AE196291A7113A3E055000000000001,Inishkeen,132,196,1389
2AE196291A8B13A3E055000000000001,Kilmurry,804,3493,1608
2AE196291A8C13A3E055000000000001,Kiltybegs,363,1047,4919
2AE196291A9813A3E055000000000001,Loughfea,417,2167,4026
2AE196291AB713A3E055000000000001,Raferagh,230,3418,2912
2AE196291A6513A3E055000000000001,Annayalla,251,376,260
2AE196291A6F13A3E055000000000001,Ballybay Rural,81,1594,886
2AE196291A7013A3E055000000000001,Ballybay Urban,427,694,3624
2AE196291A7D13A3E055000000000001,Bellatrain,136,206,1385
2AE196291A8A13A3E055000000000001,Broomfield,938,304,2923
2AE196291A9513A3E055000000000001,Carrickaslane,121,3521,1460
2AE196291A9613A3E055000000000001,Carrickatee,941,265,3936
2AE196291AAA13A3E055000000000001,Castleblayney Rural,820,886,2551
2AE196291AB413A3E055000000000001,Church Hill,544,966,4950
2AE196291ACC13A3E055000000000001,Creeve,387,1865,4131
2AE196291ACD13A3E055000000000001,Cremartin,987,3737,4629
2AE196291A6713A3E055000000000001,Greagh,912,2916,4948
2AE196291A8D13A3E055000000000001,Laragh,939,3621,2157
2AE196291AA313A3E055000000000001,Mullyash,887,3427,4802
2AE196291A6313A3E055000000000001,Aghabog,680,3136,3421
2AE196291A6E13A3E055000000000001,Anny,267,2432,3492
2AE196291AB613A3E055000000000001,Clones Rural,179,2773,2842
2AE196291AC013A3E055000000000001,Cormeen,933,2967,2688
2AE196291AD813A3E055000000000001,Currin,186,2520,3807
2AE196291AD913A3E055000000000001,Dawsongrove,76,3506,4508
2AE196291AF213A3E055000000000001,Drum,950,353,4651
2AE196291A3E13A3E055000000000001,Drummully,373,243,3825
2AE196291A7213A3E055000000000001,Killeevan,624,873,1118
2AE196291A7F13A3E055000000000001,Killynenagh,72,302,1013
2AE196291A9713A3E055000000000001,Lisnaveane,400,3825,2245
2AE196291AAC13A3E055000000000001,Newbliss,966,808,489
2AE196291AC413A3E055000000000001,St. Tierney,708,1031,4051
